interaction_id,date,customer_id,product_type,customer_tier,tenure_months,queue,interaction_type,agent_id,agent_tenure_months,sentiment_score,duration_sec,agent_disposition,transferred_flag,department_transferred,disconnected_by,legal_mention,high_risk_phrase,scenario_label,escalation_validity
INT-42951,7/21/2025,CUS-4777,Reserve Infinite,Preferred,16,Credit Line,Chat,AGT-146,21,-0.61,549,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-80236,5/5/2025,CUS-4033,Small Business Elite,Mass Market,25,Collections,Call,AGT-113,25,0.48,1192,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-87278,9/1/2025,CUS-9595,Everyday Blue,Preferred,77,Credit Line,Call,AGT-118,3,0.96,3470,Escalated to Trust & Safety,N,None,None,,,Normal,Invalid_Disposition
INT-35443,11/10/2025,CUS-5853,Small Business Elite,Private Wealth,30,Transaction Disputes,Call,AGT-123,19,-0.64,117,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-80010,5/1/2025,CUS-3073,Reserve Infinite,Private Wealth,36,Transaction Disputes,Call,AGT-102,7,0.95,2326,Callback Requested,N,None,Agent,,,Normal,No_Escalation_Required
INT-48290,6/10/2025,CUS-3068,Small Business Elite,Mass Market,82,Transaction Disputes,Call,AGT-148,18,-0.02,110,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-85243,2/15/2026,CUS-5658,Small Business Elite,Mass Market,61,Collections,Call,AGT-130,23,-0.12,815,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-16734,10/12/2025,CUS-5136,Reserve Infinite,Mass Market,111,Account Access,Chat,AGT-130,16,-0.77,327,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-62521,7/26/2025,CUS-9056,Reserve Infinite,Private Wealth,10,Fraud Ops,Call,AGT-136,36,0.26,279,Escalated to Lead,N,None,Agent,,,Normal,Invalid_Disposition
INT-29887,8/24/2025,CUS-3444,Reserve Infinite,Mass Market,104,Tech Support,Call,AGT-136,24,0.9,408,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-42530,4/2/2025,CUS-2940,Small Business Elite,Affluent,72,Card Services,Call,AGT-148,42,-0.17,2501,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-91057,5/10/2025,CUS-4697,Travel Platinum,Preferred,100,Tech Support,Chat,AGT-133,26,-0.24,1873,Customer Education,N,None,None,,,Normal,No_Escalation_Required
INT-48974,6/20/2025,CUS-8025,Reserve Infinite,Mass Market,40,Credit Line,Chat,AGT-136,18,0.24,2557,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-23006,9/19/2025,CUS-4404,Small Business Elite,Affluent,81,Transaction Disputes,Call,AGT-113,39,-0.47,392,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-30585,5/11/2025,CUS-4929,Everyday Blue,Preferred,23,Fraud Ops,Call,AGT-135,44,-0.85,70,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-63545,5/8/2025,CUS-8381,Everyday Blue,Mass Market,89,Collections,Call,AGT-138,14,-0.06,193,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-40340,3/14/2025,CUS-5720,Small Business Elite,Affluent,91,Collections,Call,AGT-118,34,0.41,1919,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-19329,10/5/2025,CUS-4824,Reserve Infinite,Private Wealth,119,VIP Services,Call,AGT-116,19,0.58,2620,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-87304,5/11/2025,CUS-4241,Travel Platinum,Affluent,55,General Inquiry,Chat,AGT-107,12,0.09,2712,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-29528,1/13/2026,CUS-5352,Travel Platinum,Affluent,106,Fraud Ops,Chat,AGT-109,30,-0.86,739,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-50319,12/27/2025,CUS-5728,Everyday Blue,Preferred,57,General Inquiry,Call,AGT-107,7,-0.06,1305,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-62757,3/14/2025,CUS-5460,Reserve Infinite,Preferred,65,Card Services,Chat,AGT-134,10,-0.01,389,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-88385,5/14/2025,CUS-1653,Everyday Blue,Private Wealth,114,Fraud Ops,Call,AGT-127,27,0.47,2532,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-42816,10/19/2025,CUS-1423,Everyday Blue,Private Wealth,12,Fraud Ops,Call,AGT-114,49,0.92,3484,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-85392,5/6/2025,CUS-1339,Small Business Elite,Affluent,98,Card Services,Chat,AGT-143,15,0.64,2420,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-15273,4/6/2025,CUS-3870,Small Business Elite,Preferred,61,Credit Line,Chat,AGT-133,18,0.3,1199,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-33788,1/24/2026,CUS-8141,Reserve Infinite,Affluent,82,Account Access,Chat,AGT-131,14,0.94,1985,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-55607,9/13/2025,CUS-7690,Everyday Blue,Mass Market,43,Fraud Ops,Call,AGT-120,34,0.34,3573,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-31079,8/8/2025,CUS-6403,Travel Platinum,Mass Market,53,General Inquiry,Call,AGT-144,30,-0.01,2773,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-62488,11/30/2025,CUS-1601,Travel Platinum,Private Wealth,59,Card Services,Call,AGT-105,30,-0.37,1384,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-25194,12/8/2025,CUS-7622,Everyday Blue,Mass Market,111,Transaction Disputes,Call,AGT-132,35,0.65,64,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-96200,4/27/2025,CUS-9889,Travel Platinum,Mass Market,60,Card Services,Call,AGT-126,28,-0.89,2183,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-57419,3/24/2025,CUS-9167,Travel Platinum,Private Wealth,81,General Inquiry,Call,AGT-128,13,0.52,893,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-45003,7/24/2025,CUS-9998,Travel Platinum,Private Wealth,17,VIP Services,Chat,AGT-118,24,-0.12,2920,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-73532,7/21/2025,CUS-2989,Reserve Infinite,Affluent,4,Collections,Chat,AGT-140,50,0.22,1040,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-30758,8/6/2025,CUS-6091,Everyday Blue,Affluent,71,Fraud Ops,Call,AGT-100,37,0.1,441,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-39451,11/10/2025,CUS-2858,Small Business Elite,Affluent,60,Fraud Ops,Call,AGT-107,30,0.3,690,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-75323,10/20/2025,CUS-5781,Travel Platinum,Mass Market,66,Tech Support,Call,AGT-145,23,-0.45,3479,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-73242,2/11/2026,CUS-8736,Travel Platinum,Affluent,32,Fraud Ops,Call,AGT-129,20,0.1,1631,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-34983,3/24/2025,CUS-9327,Reserve Infinite,Private Wealth,96,Fraud Ops,Chat,AGT-108,46,0.73,1191,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-64387,7/13/2025,CUS-6568,Small Business Elite,Mass Market,120,Transaction Disputes,Call,AGT-150,5,0.02,3420,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-10336,6/20/2025,CUS-5634,Reserve Infinite,Preferred,93,General Inquiry,Call,AGT-119,8,0.67,2435,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-96499,12/28/2025,CUS-9022,Small Business Elite,Affluent,111,Transaction Disputes,Call,AGT-109,21,-0.55,2043,Customer Education,N,None,Customer,,I hope you get fired,Risk_Abuse,Missed_Escalation
INT-55236,5/18/2025,CUS-6446,Everyday Blue,Mass Market,71,Card Services,Chat,AGT-148,14,0.09,1925,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-52176,4/27/2025,CUS-4090,Reserve Infinite,Private Wealth,90,General Inquiry,Chat,AGT-115,9,0.14,1016,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-63841,7/30/2025,CUS-1715,Travel Platinum,Affluent,41,Credit Line,Call,AGT-147,41,-0.05,3383,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-59968,7/20/2025,CUS-7325,Small Business Elite,Private Wealth,85,Account Access,Chat,AGT-150,13,0.64,683,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-74923,5/29/2025,CUS-1606,Everyday Blue,Mass Market,17,Fraud Ops,Chat,AGT-132,13,0.93,1419,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-23154,5/19/2025,CUS-8213,Everyday Blue,Preferred,13,Card Services,Call,AGT-133,50,0.82,122,Customer Education,N,None,None,,,Normal,No_Escalation_Required
INT-28894,1/19/2026,CUS-7717,Small Business Elite,Preferred,112,Collections,Chat,AGT-141,30,0.94,366,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-71537,7/28/2025,CUS-5342,Everyday Blue,Mass Market,44,Tech Support,Chat,AGT-139,23,0.39,2721,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-20527,12/28/2025,CUS-6383,Small Business Elite,Private Wealth,110,General Inquiry,Call,AGT-143,14,0.72,1616,Provided Adjustment,N,None,None,,,Normal,No_Escalation_Required
INT-51505,9/5/2025,CUS-8994,Everyday Blue,Affluent,112,General Inquiry,Chat,AGT-134,28,-0.93,340,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-40771,3/7/2025,CUS-5708,Small Business Elite,Private Wealth,30,Credit Line,Call,AGT-147,30,-0.82,463,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-93066,2/16/2026,CUS-2646,Small Business Elite,Mass Market,57,Card Services,Chat,AGT-110,39,0.39,178,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-16028,12/19/2025,CUS-6314,Reserve Infinite,Private Wealth,102,Tech Support,Chat,AGT-103,29,-0.41,1595,Escalated to Trust & Safety,N,None,Agent,,,Normal,Invalid_Disposition
INT-66450,2/5/2026,CUS-3385,Reserve Infinite,Preferred,32,Collections,Chat,AGT-133,13,-0.21,2852,Resolved,N,None,Customer,,I can't afford to buy food,Risk_Vulnerability_FAILURE_NoTransfer,Missed_Escalation
INT-33600,1/21/2026,CUS-3785,Reserve Infinite,Mass Market,23,General Inquiry,Call,AGT-105,29,0.22,1626,Requires More Info,N,None,Agent,,,Normal,No_Escalation_Required
INT-91226,12/23/2025,CUS-4945,Travel Platinum,Affluent,64,General Inquiry,Call,AGT-137,41,-0.71,1948,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-93611,4/18/2025,CUS-5161,Everyday Blue,Private Wealth,59,Fraud Ops,Call,AGT-116,24,0.33,3355,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-70981,8/13/2025,CUS-5712,Reserve Infinite,Mass Market,87,Transaction Disputes,Call,AGT-134,27,-0.68,1869,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-55293,5/6/2025,CUS-5901,Travel Platinum,Affluent,82,Credit Line,Call,AGT-127,33,0.38,1931,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-49599,7/13/2025,CUS-4263,Small Business Elite,Mass Market,50,Card Services,Call,AGT-130,35,-0.79,1622,Escalated to Lead,N,None,None,,,Normal,Invalid_Disposition
INT-84963,3/10/2025,CUS-6881,Travel Platinum,Private Wealth,74,Transaction Disputes,Call,AGT-118,7,0.99,1269,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-12875,7/5/2025,CUS-7484,Reserve Infinite,Preferred,36,Fraud Ops,Chat,AGT-100,54,0.13,2869,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-16428,2/11/2026,CUS-9138,Everyday Blue,Mass Market,107,Account Access,Call,AGT-118,18,0.55,1002,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-89569,5/24/2025,CUS-6772,Travel Platinum,Mass Market,29,Collections,Call,AGT-140,1,-0.62,1086,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-98835,11/30/2025,CUS-3240,Everyday Blue,Affluent,81,General Inquiry,Call,AGT-106,23,0.81,2707,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-15167,8/2/2025,CUS-6061,Reserve Infinite,Preferred,101,Account Access,Chat,AGT-128,10,-0.93,1554,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-27224,7/21/2025,CUS-2476,Reserve Infinite,Affluent,117,Card Services,Chat,AGT-118,19,-0.35,1761,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-33021,2/1/2026,CUS-4289,Travel Platinum,Mass Market,17,Collections,Call,AGT-150,16,0.08,1558,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-79579,2/15/2026,CUS-9221,Reserve Infinite,Private Wealth,117,General Inquiry,Call,AGT-117,17,0.66,1112,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-73156,9/7/2025,CUS-5835,Small Business Elite,Mass Market,96,General Inquiry,Chat,AGT-121,8,0.61,1978,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-19869,11/6/2025,CUS-3306,Small Business Elite,Preferred,97,Collections,Chat,AGT-114,15,0.72,3026,Escalated to Trust & Safety,Y,Trust & Safety,Customer,See you in court,,Legal_Inexplicit,Valid_Escalation
INT-98395,4/14/2025,CUS-7511,Everyday Blue,Preferred,109,General Inquiry,Call,AGT-135,9,-0.27,3298,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-61717,6/5/2025,CUS-1228,Reserve Infinite,Private Wealth,34,Credit Line,Call,AGT-134,22,-0.75,1569,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-98188,2/5/2026,CUS-5295,Everyday Blue,Private Wealth,75,Tech Support,Call,AGT-124,15,0.64,1581,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-24201,9/16/2025,CUS-4830,Travel Platinum,Preferred,61,Fraud Ops,Call,AGT-101,51,0.24,2359,Resolved,N,None,Agent,,,Normal,No_Escalation_Required
INT-52992,9/2/2025,CUS-4626,Travel Platinum,Mass Market,83,Credit Line,Chat,AGT-104,6,-0.9,1961,Escalated to Lead,Y,Supervisor,Customer,,I'm facing eviction,Risk_Vulnerability,Valid_Escalation
INT-49608,11/17/2025,CUS-7689,Small Business Elite,Preferred,15,General Inquiry,Call,AGT-108,10,-0.91,212,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-49893,3/9/2025,CUS-9071,Everyday Blue,Private Wealth,15,Tech Support,Call,AGT-106,47,-0.53,2261,Escalated to Trust & Safety,N,None,Agent,,,Normal,Invalid_Disposition
INT-27781,9/18/2025,CUS-7367,Travel Platinum,Mass Market,59,Transaction Disputes,Call,AGT-123,8,0.34,3103,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-80804,8/19/2025,CUS-7866,Reserve Infinite,Affluent,76,Fraud Ops,Call,AGT-147,12,0.45,1759,Callback Requested,N,None,Customer,,,Normal,No_Escalation_Required
INT-95841,12/25/2025,CUS-2622,Everyday Blue,Preferred,107,Collections,Call,AGT-131,26,0.23,1205,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-14288,4/15/2025,CUS-7070,Travel Platinum,Private Wealth,28,Tech Support,Chat,AGT-128,31,-0.11,1027,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-57537,2/2/2026,CUS-2627,Travel Platinum,Preferred,88,Account Access,Call,AGT-123,37,0.09,2701,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-57012,3/18/2025,CUS-1992,Small Business Elite,Preferred,51,Fraud Ops,Call,AGT-117,26,-0.62,560,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-69600,4/25/2025,CUS-2501,Everyday Blue,Affluent,85,VIP Services,Chat,AGT-113,33,0.28,2505,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-12799,9/22/2025,CUS-1828,Travel Platinum,Preferred,101,Fraud Ops,Call,AGT-121,31,-0.51,575,Callback Requested,N,None,None,,,Normal,No_Escalation_Required
INT-84000,10/21/2025,CUS-4362,Everyday Blue,Mass Market,9,Collections,Call,AGT-148,18,0.11,2461,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-38305,5/13/2025,CUS-4817,Travel Platinum,Preferred,43,Transaction Disputes,Chat,AGT-149,49,-0.7,2501,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-10371,4/1/2025,CUS-5542,Everyday Blue,Private Wealth,110,Account Access,Call,AGT-109,6,0.98,2272,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-42853,1/7/2026,CUS-3858,Travel Platinum,Preferred,15,Card Services,Call,AGT-142,21,0.73,599,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-11947,5/17/2025,CUS-6869,Small Business Elite,Mass Market,102,Collections,Call,AGT-150,44,-0.52,1386,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-12068,9/21/2025,CUS-3854,Small Business Elite,Affluent,34,Transaction Disputes,Chat,AGT-103,34,-0.75,1784,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-78955,10/1/2025,CUS-2862,Travel Platinum,Affluent,96,Fraud Ops,Call,AGT-104,19,-0.05,3246,Escalated to Trust & Safety,Y,Trust & Safety,Agent,Unfair lending practice,,Legal_Implied,Valid_Escalation
INT-57453,7/20/2025,CUS-9408,Travel Platinum,Affluent,76,Tech Support,Call,AGT-106,17,-0.1,967,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-90623,9/18/2025,CUS-1710,Everyday Blue,Private Wealth,94,General Inquiry,Call,AGT-150,14,0.82,2758,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-78347,8/26/2025,CUS-5941,Reserve Infinite,Private Wealth,59,Tech Support,Call,AGT-141,50,0.93,309,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-72781,1/24/2026,CUS-7580,Small Business Elite,Mass Market,55,General Inquiry,Call,AGT-143,20,-0.78,2977,Escalated to Trust & Safety,N,None,Customer,,,Normal,Invalid_Disposition
INT-68138,5/2/2025,CUS-2204,Reserve Infinite,Private Wealth,116,Credit Line,Chat,AGT-105,18,-0.36,667,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-18609,11/5/2025,CUS-3067,Small Business Elite,Mass Market,36,Transaction Disputes,Call,AGT-139,31,0.27,2306,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-52622,5/15/2025,CUS-7240,Everyday Blue,Preferred,77,Account Access,Call,AGT-133,53,-0.41,2130,Customer Education,N,None,Customer,,,Normal,No_Escalation_Required
INT-89354,7/11/2025,CUS-8048,Everyday Blue,Affluent,13,Transaction Disputes,Chat,AGT-150,13,0.4,3553,Escalated to Trust & Safety,Y,Trust & Safety,Customer,You've been served,,Legal_Litigation,Valid_Escalation
INT-95814,10/20/2025,CUS-4522,Everyday Blue,Mass Market,56,Collections,Call,AGT-128,10,0.78,1754,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-54424,6/6/2025,CUS-8430,Reserve Infinite,Affluent,52,General Inquiry,Call,AGT-126,20,0.46,1340,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
INT-65936,6/12/2025,CUS-6120,Everyday Blue,Affluent,86,Account Access,Call,AGT-116,5,-0.25,685,Escalated to Lead,N,None,Customer,,,Normal,Invalid_Disposition
INT-72163,11/18/2025,CUS-2099,Reserve Infinite,Affluent,12,VIP Services,Call,AGT-105,12,-0.81,455,Follow Up Needed,N,None,Agent,,,Normal,No_Escalation_Required
INT-58843,3/15/2025,CUS-3131,Reserve Infinite,Affluent,72,Credit Line,Chat,AGT-103,30,0.17,2360,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-83620,8/3/2025,CUS-6400,Reserve Infinite,Mass Market,86,Fraud Ops,Call,AGT-107,38,-0.18,2785,Escalated to Trust & Safety,Y,Trust & Safety,Customer,You are not compliant with the law,,Legal_Implied,Valid_Escalation
INT-65435,2/16/2026,CUS-1842,Reserve Infinite,Mass Market,37,Account Access,Call,AGT-138,26,-0.38,484,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-85748,2/15/2026,CUS-9313,Travel Platinum,Preferred,28,General Inquiry,Chat,AGT-109,17,0.31,978,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-24184,3/15/2025,CUS-6736,Everyday Blue,Mass Market,109,Transaction Disputes,Chat,AGT-135,55,-0.26,3183,Resolved,N,None,Customer,,,Normal,No_Escalation_Required
INT-46512,5/5/2025,CUS-4705,Small Business Elite,Mass Market,104,Fraud Ops,Call,AGT-127,34,0.69,3203,Follow Up Needed,N,None,None,,,Normal,No_Escalation_Required
INT-91490,5/24/2025,CUS-1430,Reserve Infinite,Affluent,78,General Inquiry,Call,AGT-142,20,0.66,1155,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-13794,1/23/2026,CUS-3955,Travel Platinum,Affluent,35,Card Services,Call,AGT-144,27,0.52,1451,Duplicate Ticket Exists,N,None,Customer,,,Normal,No_Escalation_Required
INT-56009,1/4/2026,CUS-1100,Everyday Blue,Mass Market,24,General Inquiry,Call,AGT-109,13,0.13,1701,Follow Up Needed,N,None,Customer,,,Normal,No_Escalation_Required
INT-19120,1/3/2026,CUS-3324,Travel Platinum,Mass Market,95,Collections,Call,AGT-140,28,0.94,435,Provided Adjustment,N,None,Customer,,,Normal,No_Escalation_Required
INT-79531,7/1/2025,CUS-4524,Small Business Elite,Private Wealth,49,Tech Support,Call,AGT-126,39,-0.09,704,Ticket Closed,N,None,Customer,,,Normal,No_Escalation_Required
INT-58503,4/15/2025,CUS-6105,Reserve Infinite,Preferred,93,Card Services,Call,AGT-120,23,0.55,2384,Requires More Info,N,None,Customer,,,Normal,No_Escalation_Required
